iter	Passed	Remaining
219	174	618
220	175	616
221	175	616
222	176	616
223	177	615
224	178	614
225	179	613
226	179	612
227	180	611
228	181	610
229	181	609
230	182	607
231	183	606
232	183	605
233	184	604
234	185	603
235	186	602
236	186	601
237	187	600
238	188	598
239	188	597
240	189	596
241	190	595
242	191	595
243	192	594
244	192	593
245	193	592
246	194	591
247	194	590
248	195	589
249	196	588
250	196	587
251	197	585
252	197	584
253	198	583
254	199	582
255	199	581
256	200	580
257	201	578
258	201	577
259	202	576
260	203	575
261	203	574
262	204	573
263	205	573
264	206	572
265	207	572
266	208	571
267	208	570
268	209	569
269	210	568
270	211	567
271	211	566
272	212	565
273	213	564
274	213	563
275	214	562
276	215	561
277	215	560
278	216	559
279	217	558
280	217	557
281	218	556
282	219	555
283	220	554
284	220	553
285	221	553
286	222	552
287	223	552
288	224	551
289	225	551
290	226	550
291	226	549
292	227	548
293	228	547
294	228	546
295	229	545
296	230	544
297	230	543
298	231	542
299	232	542
300	232	541
301	233	540
302	234	539
303	234	538
304	235	536
305	236	536
306	237	535
307	237	534
308	238	533
309	239	533
310	240	532
311	241	531
312	241	530
313	242	529
314	243	528
315	243	527
316	244	526
317	245	525
318	245	524
319	246	523
320	247	522
321	247	521
322	248	521
323	249	520
324	249	518
325	250	517
326	251	516
327	251	515
328	252	514
329	253	513
330	253	512
331	254	511
332	255	510
333	255	510
334	256	509
335	257	508
336	257	507
337	258	506
338	259	505
339	259	504
340	260	503
341	261	502
342	261	501
343	262	500
344	263	500
345	264	499
346	264	498
347	265	497
348	266	496
349	266	495
350	267	494
351	267	493
352	268	492
353	269	491
354	270	490
355	270	489
356	271	488
357	272	488
358	272	487
359	273	486
360	274	485
361	275	485
362	276	484
363	276	483
364	277	483
365	278	482
366	279	481
367	279	480
368	280	480
369	281	479
370	282	478
371	282	477
372	283	476
373	284	475
374	284	474
375	285	473
376	286	472
377	287	472
378	287	471
379	288	471
380	289	470
381	290	469
382	290	468
383	291	467
384	292	466
385	292	465
386	293	464
387	294	464
388	294	463
389	295	462
390	296	461
391	297	460
392	297	459
393	298	458
394	299	458
395	299	457
396	300	456
397	300	455
398	301	454
399	302	453
400	303	452
401	304	453
402	305	452
403	305	451
404	306	450
405	307	449
406	307	448
407	308	447
408	309	446
409	309	446
410	310	445
411	311	444
412	311	443
413	312	442
414	313	441
415	314	440
416	314	440
417	315	439
418	316	438
419	316	437
420	317	436
421	318	435
422	318	434
423	319	434
424	321	434
425	321	433
426	322	432
427	323	432
428	324	431
429	324	430
430	325	429
431	326	428
432	326	427
433	327	427
434	328	426
435	328	425
436	329	424
437	330	423
438	330	422
439	331	421
440	332	420
441	332	420
442	333	419
443	334	418
444	334	417
445	335	417
446	336	416
447	337	415
448	337	414
449	338	413
450	339	413
451	339	412
452	340	411
453	341	410
454	341	409
455	342	408
456	343	407
457	344	407
458	344	406
459	345	405
460	346	404
461	346	403
462	347	402
463	348	402
464	348	401
465	349	400
466	350	399
467	350	398
468	351	398
469	352	397
470	353	396
471	353	395
472	354	395
473	355	394
474	355	393
475	356	392
476	357	391
477	357	390
478	358	389
479	359	389
480	359	388
481	360	387
482	361	386
483	361	385
484	362	384
485	363	383
486	363	383
487	364	382
488	364	381
489	365	380
490	366	379
491	367	379
492	368	378
493	368	377
494	369	377
495	370	376
496	370	375
497	371	374
498	372	373
499	372	372
500	373	371
501	374	371
502	374	370
503	375	369
504	376	368
505	376	367
506	377	366
507	378	366
508	378	365
509	379	364
510	380	363
511	380	362
512	381	362
513	381	361
514	382	360
515	384	360
516	384	359
517	385	359
518	386	358
519	387	357
520	388	356
521	388	356
522	389	355
523	390	355
524	391	354
525	392	353
526	393	353
527	394	352
528	394	351
529	395	350
530	396	349
531	396	348
532	397	348
533	398	347
534	398	346
535	400	346
536	400	345
537	401	345
538	402	344
539	403	343
540	403	342
541	404	341
542	405	340
543	405	340
544	406	339
545	407	338
546	407	337
547	408	336
548	409	336
549	409	335
550	410	334
551	410	333
552	411	332
553	412	332
554	413	331
555	413	330
556	414	329
557	415	328
558	416	328
559	416	327
560	417	326
561	418	325
562	418	325
563	419	324
564	420	323
565	420	322
566	421	321
567	422	321
568	422	320
569	423	319
570	424	318
571	425	318
572	425	317
573	426	316
574	427	315
575	427	314
576	428	314
577	429	313
578	429	312
579	430	311
580	431	310
581	432	310
582	432	309
583	433	308
584	434	307
585	434	307
586	435	306
587	436	305
588	436	304
589	437	303
590	438	303
591	438	302
592	439	301
593	440	300
594	440	299
595	441	299
596	442	298
597	443	298
598	444	297
599	445	296
600	446	296
601	446	295
602	447	294
603	448	293
604	449	293
605	449	292
606	450	291
607	451	290
608	451	290
609	452	289
610	453	288
611	453	287
612	454	286
613	455	286
614	455	285
615	456	284
616	456	283
617	457	282
618	458	282
619	459	281
620	459	280
621	460	279
622	461	279
623	461	278
624	462	277
625	463	276
626	463	275
627	464	275
628	465	274
629	465	273
630	466	272
631	467	272
632	467	271
633	468	270
634	469	269
635	469	268
636	470	268
637	471	267
638	471	266
639	472	265
640	473	265
641	474	264
642	474	263
643	475	262
644	476	262
645	476	261
646	477	260
647	478	259
648	478	258
649	479	258
650	480	257
651	481	256
652	482	256
653	482	255
654	483	254
655	484	253
656	484	253
657	485	252
658	486	251
659	486	250
660	487	250
661	488	249
662	489	248
663	489	247
664	490	247
665	491	246
666	491	245
667	492	244
668	493	244
669	494	243
670	494	242
671	495	241
672	496	241
673	497	240
674	497	239
675	498	238
676	499	238
677	499	237
678	500	236
679	501	236
680	502	235
681	503	234
682	503	233
683	504	233
684	505	232
685	505	231
686	506	230
687	507	230
688	507	229
689	508	228
690	509	227
691	509	226
692	510	226
693	511	225
694	511	224
695	512	223
696	513	223
697	513	222
698	514	221
699	515	220
700	515	220
701	516	219
702	517	218
703	517	217
704	518	217
705	519	216
706	520	215
707	520	214
708	522	214
709	522	213
710	523	212
711	524	212
712	524	211
713	525	210
714	526	209
715	526	209
716	527	208
717	528	207
718	529	206
719	529	206
720	530	205
721	531	204
722	531	203
723	532	202
724	532	202
725	533	201
726	534	200
727	535	199
728	535	199
729	536	198
730	537	197
731	537	196
732	538	196
733	539	195
734	539	194
735	540	193
736	541	193
737	541	192
738	542	191
739	543	190
740	544	190
741	545	189
742	545	188
743	546	188
744	547	187
745	547	186
746	548	185
747	549	185
748	549	184
749	550	183
750	551	182
751	551	182
752	552	181
753	553	180
754	554	179
755	554	179
756	555	178
757	555	177
758	556	176
759	557	175
760	557	175
761	558	174
762	559	173
763	559	172
764	561	172
765	561	171
766	562	170
767	563	170
768	563	169
769	564	168
770	565	167
771	565	167
772	566	166
773	567	165
774	567	164
775	568	164
776	569	163
777	569	162
778	570	161
779	571	161
780	571	160
781	572	159
782	572	158
783	573	158
784	574	157
785	574	156
786	575	155
787	576	155
788	577	154
789	578	153
790	579	153
791	580	152
792	580	151
793	581	150
794	582	150
795	582	149
796	583	148
797	584	147
798	584	147
799	585	146
800	586	145
801	586	144
802	587	144
803	588	143
804	588	142
805	589	141
806	590	141
807	590	140
808	591	139
809	592	138
810	593	138
811	594	137
812	595	136
813	595	136
814	596	135
815	597	134
816	598	134
817	598	133
818	599	132
819	600	131
820	601	131
821	601	130
822	602	129
823	603	128
824	603	128
825	604	127
826	605	126
827	605	125
828	606	125
829	607	124
830	607	123
831	608	122
832	609	122
833	610	121
834	611	120
835	611	120
836	612	119
837	613	118
838	613	117
839	614	117
840	615	116
841	615	115
842	616	114
843	617	114
844	618	113
845	618	112
846	619	111
847	620	111
848	620	110
849	621	109
850	621	108
851	622	108
852	623	107
853	624	106
854	624	105
855	625	105
856	626	104
857	627	103
858	627	103
859	628	102
860	628	101
861	629	100
862	630	100
863	631	99
864	631	98
865	632	97
866	633	97
867	633	96
868	635	95
869	635	95
870	636	94
871	637	93
872	637	92
873	638	92
874	639	91
875	639	90
876	641	89
877	642	89
878	642	88
879	643	87
880	644	86
881	644	86
882	645	85
883	652	85
884	653	84
885	653	84
886	654	83
887	655	82
888	656	81
889	657	81
890	658	80
891	659	79
892	660	79
893	660	78
894	661	77
895	662	76
896	663	76
897	663	75
898	664	74
899	665	73
900	665	73
901	666	72
902	667	71
903	667	70
904	668	70
905	669	69
906	670	68
907	670	67
908	671	67
909	672	66
910	673	65
911	675	65
912	675	64
913	676	63
914	677	62
915	678	62
916	679	61
917	679	60
918	680	59
919	681	59
920	681	58
921	682	57
922	683	57
923	684	56
924	684	55
925	685	54
926	686	54
927	686	53
928	687	52
929	688	51
930	688	51
931	689	50
932	690	49
933	691	48
934	692	48
935	692	47
936	693	46
937	694	45
938	695	45
939	696	44
940	696	43
941	697	42
942	698	42
943	698	41
944	699	40
945	700	39
946	701	39
947	701	38
948	702	37
949	702	36
950	703	36
951	704	35
952	705	34
953	706	34
954	706	33
955	707	32
956	708	31
957	708	31
958	709	30
959	710	29
960	710	28
961	711	28
962	712	27
963	712	26
964	713	25
965	714	25
966	714	24
967	715	23
968	716	22
969	716	22
970	717	21
971	718	20
972	718	19
973	720	19
974	720	18
975	721	17
976	722	17
977	723	16
978	724	15
979	724	14
980	725	14
981	726	13
982	726	12
983	727	11
984	727	11
985	728	10
986	729	9
987	729	8
988	730	8
989	731	7
990	731	6
991	732	5
992	733	5
993	733	4
994	734	3
995	735	2
996	735	2
997	736	1
998	737	0
999	738	0
