iter	RMSE
0	0.7640179424
1	0.7585123251
2	0.7532059991
3	0.7481702096
4	0.7428994155
5	0.7385373189
6	0.7340759945
7	0.7301030007
8	0.7258664709
9	0.7214621505
10	0.71691427
11	0.7134055373
12	0.7096532583
13	0.7063627718
14	0.7032422694
15	0.7005356604
16	0.6977402444
17	0.6955953806
18	0.6927796905
19	0.6903680136
20	0.6879533798
21	0.6854413922
22	0.6833718707
23	0.681137877
24	0.6792930646
25	0.6774861425
26	0.67578507
27	0.6740804377
28	0.6722462647
29	0.669942827
30	0.6680857308
31	0.6663769875
32	0.6649890717
33	0.6632192824
34	0.6617300938
35	0.6606901327
36	0.6591477345
37	0.6579828245
38	0.6572723656
39	0.6565930038
40	0.6556804972
41	0.6545274249
42	0.6535317298
43	0.6525859323
44	0.6514427079
45	0.6505930072
46	0.6500094864
47	0.6492392851
48	0.6480572252
49	0.6471881546
50	0.6462590771
51	0.6449433259
52	0.6439610599
53	0.6431790003
54	0.6423781648
55	0.6412301636
56	0.6406066273
57	0.6396365332
58	0.6390863851
59	0.6382980568
60	0.6377651498
61	0.6367628084
62	0.6359696864
63	0.6350219006
64	0.6341723905
65	0.6338915275
66	0.6329506311
67	0.6322561656
68	0.6313987531
69	0.6307645381
70	0.6303305471
71	0.6298981344
72	0.6292175047
73	0.6289260753
74	0.6278897335
75	0.6269327398
76	0.6263295183
77	0.6255695257
78	0.6250555534
79	0.6246395601
80	0.623885805
81	0.623540334
82	0.6232939452
83	0.6228940009
84	0.6225472481
85	0.6218308805
86	0.6213476899
87	0.6209095148
88	0.6205759376
89	0.6199080579
90	0.6193175249
91	0.6185726333
92	0.6179706252
93	0.6175458496
94	0.6166958369
95	0.6162510269
96	0.615900176
97	0.6154890817
98	0.6151534029
99	0.6142971236
100	0.6139639628
101	0.6135838796
102	0.6129953917
103	0.6122525387
104	0.6117342781
105	0.6110237923
106	0.6106864894
107	0.6101791117
108	0.6098826455
109	0.609790316
110	0.6095559318
111	0.6091128808
112	0.6082353574
113	0.6079589798
114	0.6075135058
115	0.6069118709
116	0.6065191429
117	0.6061751055
118	0.6055599011
119	0.6049599279
120	0.6046176651
121	0.6044007779
122	0.6039047777
123	0.6034938332
124	0.6030762607
125	0.6027241348
126	0.6022990058
127	0.6019011095
128	0.6014619353
129	0.6009590734
130	0.6004767163
131	0.6000721256
132	0.5995914251
133	0.5991164041
134	0.5987528902
135	0.5985377365
136	0.5983174709
137	0.5980488693
138	0.5973645894
139	0.5970612297
140	0.5962898133
141	0.5956774701
142	0.5951520296
143	0.5948203169
144	0.5945797537
145	0.5942355581
146	0.5936849459
147	0.5933242777
148	0.5929812952
149	0.5925992235
150	0.5919734605
151	0.5915276235
152	0.590983963
153	0.5906893141
154	0.5902551214
155	0.590092419
156	0.5896929473
157	0.5892063285
158	0.5888537758
159	0.5882594814
160	0.5877871386
161	0.5875431423
162	0.5869069143
163	0.5863540884
164	0.5861375672
165	0.5859710229
166	0.5858424859
167	0.5854737617
168	0.5853214397
169	0.5848238155
170	0.5840191964
171	0.5836593875
172	0.5835426854
173	0.5828092865
174	0.582596797
175	0.5821413606
176	0.5815365316
177	0.5808980735
178	0.5803417747
179	0.5795018573
180	0.5789026772
181	0.5783804914
182	0.5779851265
183	0.5777562724
184	0.577275287
185	0.5767676219
186	0.5763572212
187	0.5762281951
188	0.575417774
189	0.5749357133
190	0.5748371468
191	0.5746521471
192	0.5736168898
193	0.5735189505
194	0.5728565004
195	0.5727232124
196	0.5726083221
197	0.571822186
198	0.5715286652
199	0.5708548347
