iter	RMSE
273	0.5140636229
274	0.5135784837
275	0.5130333681
276	0.5123956067
277	0.51193459
278	0.5118812731
279	0.5118394578
280	0.5113813441
281	0.510723981
282	0.5106777989
283	0.5101509316
284	0.5094195772
285	0.5088151593
286	0.5082153137
287	0.5076322279
288	0.50710637
289	0.5065803765
290	0.506521627
291	0.506023218
292	0.5049459188
293	0.5045479805
294	0.5041451582
295	0.5039365215
296	0.5033230824
297	0.5027527761
298	0.5021338016
299	0.5020792704
300	0.5014543281
301	0.5009081178
302	0.5005790486
303	0.4998835072
304	0.4996355369
305	0.4995471865
306	0.4988961441
307	0.4984778445
308	0.4978865911
309	0.4971918415
310	0.4966620831
311	0.496160049
312	0.4961160388
313	0.4957258488
314	0.4953661647
315	0.4946085451
316	0.4939559596
317	0.4934955772
318	0.4934541439
319	0.4928780588
320	0.4923695347
321	0.4918776733
322	0.491300854
323	0.4909348019
324	0.4905061565
325	0.4900284966
326	0.4895291806
327	0.4894926553
328	0.4890412172
329	0.4890234708
330	0.4884020558
331	0.4878350848
332	0.4873819881
333	0.4873189875
334	0.4867996021
335	0.4861377966
336	0.4854627108
337	0.4850777304
338	0.4842870134
339	0.483738533
340	0.4833203102
341	0.4828235916
342	0.4824392033
343	0.4819888819
344	0.4816615239
345	0.4812137604
346	0.4805479816
347	0.4799193769
348	0.4797166694
349	0.4793677681
350	0.4788670588
351	0.4783256953
352	0.477566048
353	0.4775121015
354	0.4770672417
355	0.4763636683
356	0.4759926826
357	0.4757189883
358	0.4751402692
359	0.4746293565
360	0.4744871804
361	0.4741487506
362	0.4739428215
363	0.4730892445
364	0.4725742804
365	0.4725140693
366	0.4721506328
367	0.4715721756
368	0.4710939692
369	0.4704599956
370	0.4704077386
371	0.470354152
372	0.470301793
373	0.4700109424
374	0.4699325257
375	0.4693653789
376	0.4689836156
377	0.4689520166
378	0.4684294582
379	0.4676488652
380	0.4670674972
381	0.4666581265
382	0.4663888234
383	0.4660949584
384	0.4656804444
385	0.465256397
386	0.4646973212
387	0.4642685136
388	0.4637259276
389	0.4633243453
390	0.462746176
391	0.4621544366
392	0.4617479217
393	0.4610134676
394	0.4603812337
395	0.4599065207
396	0.4591968879
397	0.4589114706
398	0.458481317
399	0.4579794248
400	0.4575210583
401	0.4570774179
402	0.4564554828
403	0.4562720201
404	0.4557722093
405	0.4554353087
406	0.4551369073
407	0.4548773016
408	0.4542463704
409	0.4535961304
410	0.4535608453
411	0.4532583605
412	0.4530306181
413	0.4530129502
414	0.4524586271
415	0.4521218061
416	0.451614109
417	0.4512613391
418	0.4509936203
419	0.4505640463
420	0.4502456438
421	0.4498399425
422	0.4498192681
423	0.4491320474
424	0.4488454753
425	0.4484256318
426	0.4479439916
427	0.4473619844
428	0.4470815967
429	0.446492517
430	0.4461640799
431	0.445769647
432	0.4457486298
433	0.445317712
434	0.4451254978
435	0.4446577038
436	0.4441788172
437	0.4437163221
438	0.4432729631
439	0.442944374
440	0.4424383675
441	0.442048213
442	0.4416367567
443	0.4409718393
444	0.4406834763
445	0.4402127945
446	0.4398746354
447	0.4397218764
448	0.4394617023
449	0.4390548148
450	0.4387534153
451	0.4383066671
452	0.4378942064
453	0.4378719141
454	0.437817511
455	0.4374046451
456	0.4370884733
457	0.4366753204
458	0.4363760849
459	0.4360791289
460	0.4358898668
461	0.4355435078
462	0.4348286738
463	0.4343219671
464	0.4340561469
465	0.4337556784
466	0.4332671424
467	0.4329753255
468	0.4322949821
469	0.431816625
470	0.4314421699
471	0.4310261877
472	0.4302935041
473	0.4302622363
474	0.4302159212
475	0.4298796607
476	0.4292796646
477	0.4292503138
478	0.4287050898
479	0.4283808548
480	0.4283464287
481	0.4277993403
482	0.4272963711
483	0.4268461969
484	0.42651266
485	0.4261688171
486	0.4256781004
487	0.4253492171
488	0.424893395
489	0.4244697198
490	0.423802605
491	0.4234155107
492	0.4229185841
493	0.4225582123
494	0.4222578558
495	0.421854944
496	0.4213892122
497	0.4211902831
498	0.4207170736
499	0.4202907649
500	0.420113733
501	0.4195401558
502	0.4188305178
503	0.4185103696
504	0.4181125929
505	0.4176192391
506	0.4170526442
507	0.4163228986
508	0.4161472005
509	0.4158024136
510	0.4154634293
511	0.4150628956
512	0.4149414079
513	0.4146820854
514	0.4142575936
515	0.4138132816
516	0.4133764002
517	0.4130821652
518	0.4126006135
519	0.4121143751
520	0.4116655582
521	0.4112336309
522	0.4109381173
523	0.4108297774
524	0.4102313172
525	0.4097685299
526	0.40913689
527	0.408735614
528	0.4085786487
529	0.4083370284
530	0.4077733845
531	0.4074365336
532	0.4070680514
533	0.4067798155
534	0.4063433228
535	0.406294592
536	0.4062214686
537	0.4059136481
538	0.4056109565
539	0.4055069079
540	0.40547237
541	0.4054259069
542	0.4051277925
543	0.4047345843
544	0.4042006132
545	0.4039943963
546	0.4036271397
547	0.4035394386
548	0.4032165096
549	0.4028047065
550	0.4025436652
551	0.4020704984
552	0.4019437929
553	0.4015427819
554	0.4010785086
555	0.4009713526
556	0.4006130658
557	0.4001626179
558	0.3998159953
559	0.399665913
560	0.3992910992
561	0.399257425
562	0.3988833493
563	0.3988520587
564	0.3984135618
565	0.3981570846
566	0.3977613607
567	0.3974270606
568	0.3971094825
569	0.3967891145
570	0.3964764067
571	0.3961966974
572	0.3957871763
573	0.3954671746
574	0.395141704
575	0.3948728886
576	0.3945336691
577	0.3940861925
578	0.3936546928
579	0.3930801444
580	0.3927954598
581	0.3924722872
582	0.39219085
583	0.3916411398
584	0.3912012163
585	0.3908583503
586	0.3905066364
587	0.3903074382
588	0.3900090677
589	0.3895260722
590	0.3894946296
591	0.3892659979
592	0.3890069787
593	0.3885487398
594	0.3880122461
595	0.3876446811
596	0.3874483994
597	0.387010411
598	0.3866035514
599	0.3862052761
600	0.3861096104
601	0.3860678725
602	0.3859293041
603	0.3853817329
604	0.3850823588
605	0.3847829662
606	0.3845828821
607	0.3841793672
608	0.3838472461
609	0.3833856384
610	0.3833662828
611	0.3830525994
612	0.3826624254
613	0.3821539082
614	0.3818537936
615	0.3816680508
616	0.3812069929
617	0.3807943411
618	0.3807746679
619	0.3804911305
620	0.3803045936
621	0.3795362526
622	0.3789863387
623	0.3784829379
624	0.3781586939
625	0.3778737078
626	0.3776113139
627	0.3775425825
628	0.3771084822
629	0.3770821402
630	0.376840693
631	0.376478644
632	0.3763357749
633	0.3762187394
634	0.3757636891
635	0.3753939786
636	0.3751306352
637	0.3747866984
638	0.3743308874
639	0.373952109
640	0.3735503192
641	0.3730664179
642	0.3725903523
643	0.3721223509
644	0.3718399406
645	0.3717440193
646	0.3713983244
647	0.3708838112
648	0.3704983375
649	0.3699517639
650	0.3696282956
651	0.3695763596
652	0.3692623964
653	0.3687682348
654	0.3682963232
655	0.3678432963
656	0.3675369015
657	0.3671353203
658	0.3669296631
659	0.3667639696
660	0.3664964206
661	0.3661279742
662	0.3658670379
663	0.3653569681
664	0.3651298377
665	0.3647921569
666	0.3642134073
667	0.3638793314
668	0.3637085586
669	0.3633183753
670	0.3631283722
671	0.362914705
672	0.3627097023
673	0.3626290577
674	0.3622960252
675	0.3619901477
676	0.3616682745
677	0.3612654838
678	0.3611200792
679	0.360833368
680	0.3606871175
681	0.360399658
682	0.3601553617
683	0.3600561184
684	0.3597986703
685	0.3595081322
686	0.3593409016
687	0.3588324528
688	0.3588154284
689	0.3584983241
690	0.35828249
691	0.3579356415
692	0.3578503591
693	0.3577992775
694	0.3575323742
695	0.3571083799
696	0.3567014069
697	0.3561602406
698	0.3557065833
699	0.3555894619
700	0.3554239839
701	0.3551232621
702	0.3549821513
703	0.3546760651
704	0.3541824181
705	0.3539195242
706	0.3537021964
707	0.3533347592
708	0.3529929988
709	0.3527973099
710	0.3522059575
711	0.351731396
712	0.3514977573
713	0.3512029836
714	0.3509704605
715	0.3505233735
716	0.3501253829
717	0.349874012
718	0.3494035831
719	0.3493061504
720	0.3489871408
721	0.3489349452
722	0.3489006413
723	0.3484791055
724	0.3481644273
725	0.3478664906
726	0.3475091973
727	0.3473234467
728	0.3471334747
729	0.3466703635
730	0.3464346226
731	0.3462020648
732	0.3459975754
733	0.3456665109
734	0.3456544964
735	0.3454081134
736	0.3450091183
737	0.3447682309
738	0.3444860021
739	0.3443437602
740	0.3439511904
741	0.3439199812
742	0.3437606258
743	0.3435818389
744	0.3434139063
745	0.3433979993
746	0.3430142756
747	0.3428257371
748	0.3424729964
749	0.3423949107
750	0.3419110402
751	0.3416176865
752	0.3414306386
753	0.3411443798
754	0.340870754
755	0.3405291197
756	0.3402209406
757	0.3400012092
758	0.3397147117
759	0.3393511785
760	0.3392195667
761	0.3390054106
762	0.3389605325
763	0.3387001144
764	0.3384074647
765	0.3380315605
766	0.337654878
767	0.3373973529
768	0.3369511274
769	0.3366383522
770	0.3365978469
771	0.3363207595
772	0.3360563675
773	0.3359932455
774	0.3356135338
775	0.3351373778
776	0.3349474914
777	0.3349136602
778	0.334662476
779	0.3343017868
780	0.3340024063
781	0.3338719468
782	0.3334929762
783	0.3332872712
784	0.3330848055
785	0.3327414055
786	0.3326534901
787	0.3325706744
788	0.3323456724
789	0.331849187
790	0.3315850761
791	0.3313983504
792	0.3311007338
793	0.3307343826
794	0.3305118076
795	0.3302019449
796	0.3300201117
797	0.3297140409
798	0.3296818302
799	0.3295747604
800	0.3292953142
801	0.3290440631
802	0.3288961311
803	0.3285364514
804	0.3280961358
805	0.3280147501
806	0.3277961655
807	0.3276677115
808	0.3273703137
809	0.3271032224
810	0.3268668808
811	0.3264155885
812	0.3261294641
813	0.3258034896
814	0.3256270838
815	0.3254421909
816	0.3251576603
817	0.3247715803
818	0.3244371859
819	0.3243923767
820	0.3241491722
821	0.323772832
822	0.3234799765
823	0.3228681759
824	0.3225676609
825	0.322217713
826	0.3219500455
827	0.321732872
828	0.3216895687
829	0.3213034945
830	0.3208138879
831	0.320415996
832	0.3201476464
833	0.3198468191
834	0.3197313959
835	0.3195036234
836	0.3192562255
837	0.3189032659
838	0.3186155522
839	0.3185998537
840	0.3184233629
841	0.3182811574
842	0.3179922036
843	0.3179486547
844	0.3174747861
845	0.3169619499
846	0.3168015929
847	0.3166669985
848	0.3161726309
849	0.315868535
850	0.3156760154
851	0.3154741535
852	0.3152771035
853	0.3152389782
854	0.3149945346
855	0.3148024052
856	0.3147073061
857	0.3142653833
858	0.3140967404
859	0.31380077
860	0.3135209934
861	0.3130866819
862	0.3126932045
863	0.312270908
864	0.3119896599
865	0.3117287645
866	0.3113200125
867	0.3111671137
868	0.3110782137
869	0.3107964127
870	0.3103359523
871	0.3100526422
872	0.3097116573
873	0.3095504944
874	0.3091519009
875	0.3089021016
876	0.3085897772
877	0.3082259892
878	0.3081585084
879	0.3079732183
880	0.307757226
881	0.3075604665
882	0.3075222922
883	0.3072384948
884	0.3069967479
885	0.306755465
886	0.306552146
887	0.3061877766
888	0.3057617135
889	0.3054368137
890	0.3051697051
891	0.3049106958
892	0.3047878075
893	0.3046324037
894	0.3043127495
895	0.3039870257
896	0.3037158213
897	0.3033558881
898	0.3033134779
899	0.3029494404
900	0.3026242617
901	0.3025691144
902	0.3022938974
903	0.3021138377
904	0.3018459885
905	0.3016572837
906	0.301570685
907	0.3015271212
908	0.3012301589
909	0.3011303711
910	0.3009142634
911	0.3007163715
912	0.3007038154
913	0.3004172658
914	0.3001464416
915	0.3000141233
916	0.2998076894
917	0.2997581615
918	0.2996466046
919	0.2996043013
920	0.2995927658
921	0.2994564418
922	0.2991347268
923	0.2987210106
924	0.2984614436
925	0.2984288128
926	0.2981569684
927	0.2978436667
928	0.2976326228
929	0.2972886147
930	0.2969102965
931	0.2968153553
932	0.2963045921
933	0.2962492173
934	0.2961209988
935	0.2957976334
936	0.2955511497
937	0.2952552896
938	0.2952364784
939	0.2950153226
940	0.2947275774
941	0.2946327564
942	0.2943377918
943	0.2942196073
944	0.29404984
945	0.2939311662
946	0.293788605
947	0.2937222205
948	0.2934700163
949	0.2932243318
950	0.2929379553
951	0.2928152405
952	0.2926233619
953	0.292416237
954	0.2920944101
955	0.291879524
956	0.2918004874
957	0.2913528268
958	0.2911808583
959	0.2908190739
960	0.2905063345
961	0.2902316635
962	0.2900443273
963	0.2896399774
964	0.2894996318
965	0.2893847127
966	0.2891637582
967	0.2889726561
968	0.2888777776
969	0.2885352493
970	0.2883236098
971	0.2881955986
972	0.2880117508
973	0.2877531983
974	0.2875212319
975	0.2872211716
976	0.2871803304
977	0.2868992594
978	0.2868770034
979	0.2867222013
980	0.2865532153
981	0.286521243
982	0.2864485748
983	0.2862314175
984	0.286036526
985	0.2856298774
986	0.285376392
987	0.2851718072
988	0.2850026709
989	0.2847431759
990	0.2844274869
991	0.2843768109
992	0.284250543
993	0.2841001581
994	0.2837328657
995	0.2833875238
996	0.2832159686
997	0.2830473932
998	0.283034808
999	0.2826889474
